DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:, December 16 2019 10:10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,id,ID of each record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,1771,17727.72771,8.759918938,20.5430272,48.87836539,33.76823126,36.29484856,18.29953627,39.55915428,21.51033923,2.973972043,5.822999868,-3.558551306,16.18143606,23.28042021,20.49746574,27.5257907,20.48715929,6.245420954,-0.010263532,1.532683737,30.80926765,1.975870907,3.806073291,12.95965931,4.950266024,16.68969431,2.054015182,26.38435368,8.374761311,31.71327777,24.16285874,39.50681658,27.43034293,24.32183473,9.904798863,5.14689965,12.0333344,28.78304925,28.76171754,22.82060969,17.4722307
1773,1772,17737.73772,4.923734988,24.24348045,53.92083759,52.24727637,25.54278766,-10.27074576,31.71089037,21.41727629,7.259849548,15.49788024,27.15066269,14.76619291,23.75494785,24.04384304,31.08272498,28.53779891,4.661794425,26.33051561,2.007898707,11.39350028,4.023711019,0.48519245,21.78227003,6.267101456,13.72700156,8.21308706,26.4240166,6.082556399,26.13672803,18.2344554,35.62761691,25.14380784,23.53806545,13.66986172,14.21378112,2.640428681,19.18484774,46.82973963,3.835827898,16.12906546
1774,1773,17747.74773,9.624123893,21.13284112,48.04066854,28.04400911,29.31685663,0.051901188,25.65507947,23.88078673,3.366763586,-1.665101354,27.46661186,23.59445556,3.391623622,7.175882015,28.38743131,33.24702878,8.827996367,31.06456004,6.801976774,18.94054272,3.397602706,3.023803153,17.38627836,16.73712687,18.43489138,6.704908876,24.49799379,7.198813354,32.58183339,26.09151248,21.5264178,32.85200062,7.818239388,20.79820904,11.6461895,11.29406142,37.24829368,55.97770884,23.14164467,32.5975029
1775,1774,17757.75774,1.596455145,3.458226716,40.42278605,28.189531,19.78307788,49.13359434,38.97283788,22.25170639,2.891337281,-0.007056544,22.94012326,18.21284612,24.92252602,15.45147406,5.625108106,28.40741723,8.863922539,17.09835884,-1.069341402,15.19913552,1.317857034,1.311539748,25.10616054,3.160315815,8.916736604,-0.372039474,26.36075079,6.470436293,31.13313922,34.47231897,43.85922991,31.38698726,23.3847131,7.26442857,10.96854095,6.946378128,14.60427382,57.57394047,14.77291099,23.03080111
1776,1775,17767.76775,11.62939051,29.75129856,30.83804433,5.772336131,32.43680166,-3.688670095,50.56515086,11.50137134,5.320887386,10.08170957,19.67629098,6.797390537,26.01981669,9.840066333,17.71801535,22.50630025,6.408468066,73.43628564,0.928036203,24.39821206,5.342375972,1.317602298,21.25210778,3.887486231,11.44414639,4.305335328,28.98003073,7.289523234,23.76824347,17.94018622,30.26478408,33.55082135,18.49520082,12.77780593,8.699753545,6.728598913,22.1171246,47.37492512,15.74087119,32.63517162
1777,1776,17777.77776,9.541308356,9.407396837,50.77489644,15.34116469,27.98713534,19.13282212,36.11663937,27.32798589,5.613488403,4.013227511,4.331170837,8.444760082,19.77488691,20.01566197,26.74096601,16.60978696,3.883716895,61.49913395,6.932033161,19.00462632,4.51012704,5.447647162,44.51857401,11.15243414,12.1353215,5.921836122,22.1909505,6.351013053,24.72751371,17.34203944,22.52862094,16.2479656,26.79709616,10.50059235,7.882571885,12.96181748,23.31033568,36.03273745,22.80955873,24.10471679
1778,1777,17787.78777,3.935377528,11.03172685,31.20316796,11.15473217,24.49804926,17.04252778,42.92628566,12.76231356,6.078483522,11.90506277,13.54854916,14.36928115,18.50957454,32.78225433,15.35994077,17.40528893,3.772989961,35.57792649,2.064534365,27.15122134,2.679306624,1.851834089,22.89363007,3.77927573,11.70802395,-0.17499463,21.16692358,8.018915419,28.11048505,29.92719599,41.25360189,35.04697684,24.59096565,9.662688627,9.214350929,10.58572965,17.28319244,34.45059857,9.388370906,34.86332601
1779,1778,17797.79778,4.66530117,17.02160303,33.13293011,31.66610231,35.93339079,16.56836673,41.52750223,16.14993371,3.004590397,10.44032717,17.06077744,15.86479939,17.19932458,20.08589744,13.22622109,16.97313866,8.124503294,24.62787539,7.552111078,24.13871326,1.714392217,3.080551611,21.31572133,6.722365674,13.89765656,3.883824742,27.69091705,8.569362791,30.61777417,26.45361864,17.62178914,22.42515009,20.07007656,21.10890459,11.86965018,14.64078425,23.04077474,50.2581652,22.88352706,14.51828301
1780,1779,17807.80779,10.39574958,10.0397069,29.62045507,34.04927893,55.82668031,11.85774816,40.68153141,30.13762989,5.264275718,10.82532862,19.85572087,14.17711659,13.57739796,18.85813643,26.55459574,26.15441951,2.914987101,69.77854333,3.409661245,19.87974022,1.535118112,5.764559035,18.7811721,9.572920039,8.743507168,1.558586152,22.26476108,4.01784498,34.16878721,21.451468,29.93865875,40.75625183,26.59910437,9.035348375,6.772893344,-4.751391454,26.54897409,45.1772505,23.79412222,26.85179706
1781,1780,17817.8178,11.38713684,15.61331471,58.39841915,1.736391051,32.86780756,39.74756721,45.74898036,21.2789852,3.725166386,11.60067747,21.83421712,15.00993255,2.092230326,29.33975525,18.76766325,25.54686913,6.328603226,40.78631516,3.523025335,17.31399325,3.342749275,1.396821019,35.30403011,6.977493319,12.62271099,11.9093004,20.52353029,6.040872062,23.07482714,26.68596977,22.99266542,45.12765557,20.18650253,7.34216398,10.50120338,5.143100864,40.0404697,47.9424753,10.95923612,33.78845943
1782,1781,17827.82781,1.891601571,28.54435291,43.16126854,-3.250828528,32.93989131,17.55563402,28.70392479,26.7373407,3.116133543,21.93855923,14.42533547,17.96565096,19.5566223,22.46132787,16.14724126,33.41741295,2.730582244,25.77813385,3.45924261,20.53352229,5.125881159,1.203293306,24.26339257,12.88250501,13.39086544,3.311662782,26.04832007,6.844901188,17.48411589,21.82630095,28.60077751,26.8648058,21.41717515,16.20977465,15.36375165,7.560043395,31.31349445,32.52986868,26.75838224,22.63646721
1783,1782,17837.83782,11.39496751,24.8925447,49.33013126,28.12090803,12.13647192,7.967786527,35.9491204,20.48832793,5.108096849,17.46088975,16.89301124,6.978971246,21.39636291,20.72830085,32.20862348,21.498007,1.101811601,55.02535752,3.101221664,8.972249026,1.924364288,5.595052341,19.46683621,5.131842284,10.08154366,5.186928587,28.81524724,5.646132657,21.89312552,26.9681226,30.94040983,25.28986465,24.02580108,10.89997513,6.674812619,7.538731078,28.91340078,40.88089199,16.56710224,5.677217427
1784,1783,17847.84783,6.61225921,31.60566092,52.15726015,21.67598985,40.97966443,39.63494317,50.07934583,12.27854788,7.23875075,24.3032977,24.8443532,14.10338503,20.10396916,26.20042377,22.10050285,28.01166196,7.664291377,41.6075104,8.398106909,34.50984052,4.918261358,0.50693916,29.38746153,11.14254755,13.33521428,8.907226083,18.28115466,7.121628081,28.95029058,13.3646629,14.68289611,18.02999143,20.07093468,17.70358116,19.76608734,-0.575647712,20.85824907,49.3964368,27.8153077,29.30196869
1785,1784,17857.85784,3.526224366,20.9814556,28.17430547,8.599790051,45.31581636,26.03056523,32.95890672,23.48916392,2.05247511,17.37369648,17.20075541,19.81570865,27.93540275,20.19600375,27.79142295,27.54713702,1.468526361,45.2995569,0.157415077,1.036038778,3.553310243,8.803263486,25.27893202,7.872997708,9.470964572,-0.463162696,29.01301277,3.316405269,32.50482901,28.42600445,25.58230813,18.44518783,26.08818887,13.1955124,14.63928948,9.400193947,28.07870112,6.782000699,22.16301393,17.94986203
1786,1785,17867.86785,8.930006249,18.71370987,59.28179787,33.97662684,31.00224623,32.20256568,46.65358282,21.45450989,6.660316787,12.39583266,26.1238669,19.96166311,11.40161521,13.01902302,20.97788785,20.44134111,2.289228532,35.39142356,1.308046413,14.02107805,5.093558742,3.335796771,21.41074063,9.026574205,12.27938047,8.274699398,32.27033277,5.351997301,25.90162971,20.64810823,20.40570814,33.90520156,25.07054074,12.77403953,9.9507982,15.22029061,25.72476915,32.97301581,14.17108338,22.19829639
1787,1786,17877.87786,10.95383124,11.40398583,28.9399989,38.28945181,27.06782467,28.95493184,33.36095226,14.74907737,7.575659777,6.025271622,16.10035189,11.97012559,31.11167578,26.66195366,17.23430801,18.92453004,3.491853909,36.88988449,4.099450186,34.261239,4.164604628,2.576543201,2.641579285,10.85784768,16.25834398,2.645772579,26.18676059,8.331410734,30.76125982,14.59471313,20.2627613,22.07187538,15.04572362,8.089532859,8.692123878,24.22914659,17.43339301,40.36266353,26.88615294,30.85858053
1788,1787,17887.88787,8.70219634,25.71907736,57.75598514,36.01205567,34.75430322,27.5625078,41.11708074,25.8927065,5.35850199,5.03522906,16.36326527,18.7787887,3.363923863,27.61918732,25.02178142,34.83005316,3.308587396,51.33044337,1.543671016,17.608242,1.442584586,5.477323932,16.47830344,5.436141265,11.8489159,3.179358044,25.3952099,7.88455271,31.45783253,21.20797787,24.07973085,25.58211042,24.36280489,11.52242209,7.245559939,4.189570268,29.77078722,54.35137872,20.06101173,19.73215572
1789,1788,17897.89788,2.870107005,9.241173462,44.14178208,29.60806238,12.68558385,17.79282269,47.4241701,18.05441616,5.197249876,1.82667874,29.24292179,24.25729063,15.59699545,24.76308868,18.39543682,15.40166384,7.407073198,32.31895348,9.536618599,43.48077954,7.009689499,5.697516134,22.11996534,7.218180958,11.01741571,4.154262297,25.83018232,3.773241717,23.7627429,23.27475736,26.72844997,43.27607754,13.18360898,13.30800948,11.48738908,5.810211406,21.13610521,34.8250072,22.65943628,25.59139195
1790,1789,17907.90789,7.465449411,-0.035398274,35.53057184,16.65490845,40.61491558,31.14658592,39.68479351,9.513999755,2.672845969,17.64315553,20.7365585,24.60557452,21.79638695,20.73442943,20.97895929,22.07678277,6.158601016,20.93013811,-0.516030205,19.44908676,3.27752313,5.868802121,28.93975566,9.239568089,10.30425234,5.616566823,28.59314519,4.039496844,29.98192831,20.01117833,39.45738519,31.68874001,22.23070892,10.09592522,7.017943603,17.36646934,15.042869,45.07246068,6.580442913,11.89990266
1791,1790,17917.9179,6.318450487,4.632808959,35.05401381,29.24129576,28.92532503,15.92591197,27.06223885,19.58372957,4.393135834,4.124723267,15.45957112,16.85251161,15.72781738,4.985826241,26.59499855,14.98939134,4.134995306,12.44780739,6.705298057,29.87053707,2.203637326,4.50681261,18.78978232,3.146695524,6.788427688,5.405758959,26.48779488,3.206546825,23.83855308,17.29629057,10.66274684,7.224651058,21.08808577,8.241435008,7.733087905,15.92538254,28.98441844,29.30458085,26.62420754,20.73968436
1792,1791,17927.92791,5.694461459,32.9499065,43.64778674,27.35386547,36.65858293,42.6105301,25.11901875,18.90383858,5.315545829,1.12409644,18.2676084,11.22717061,19.92093629,26.34930862,31.61202138,14.16480271,2.726980251,29.08192516,8.959239901,29.72670229,6.904110658,2.844776933,30.38334929,3.891176415,15.75468882,8.808802833,26.2245159,5.523755995,23.44135473,23.69212842,24.28498157,26.39692532,19.66340819,10.72111715,19.6471525,21.37409759,26.51102119,48.29881465,7.228245242,36.3203695
1793,1792,17937.93792,7.183990804,11.72139888,45.86364415,18.95833503,39.79968334,14.04934539,42.11381863,17.8974473,6.379239103,21.32070343,13.04348632,8.266908953,9.360765976,2.840562968,23.48813474,32.05941702,3.779722929,21.42217681,0.913632598,16.10140896,1.036706226,6.101118885,12.41060219,6.670255715,14.17384313,7.500901091,24.14337422,6.615416213,25.75604599,6.568184142,5.020781456,31.39203365,18.50866915,8.558310663,5.843021287,14.41120159,24.67052848,60.45144949,17.55023587,12.83039785
1794,1793,17947.94793,3.103939635,11.10827119,25.39404279,20.70469628,26.7511356,6.412105987,21.48385702,22.0357107,4.465986639,15.40718174,40.35120866,16.9453549,0.815785643,20.02948984,33.44703654,23.39821199,5.257899307,40.08534413,4.218377897,40.93311797,6.032371652,6.253899761,30.85616456,11.83050131,17.07980105,10.77278989,21.9196918,0.577526877,25.27934415,8.634863588,20.11183873,25.208398,15.64354366,24.39086828,8.749760721,13.8615784,28.11257561,47.55003586,25.62933325,18.8075572
1795,1794,17957.95794,6.904287819,20.46982227,54.80182165,24.52458086,13.14026555,25.70441162,33.83838133,26.13853461,5.536136433,26.1530636,31.16718293,25.3779933,13.50387023,22.79750522,14.7280569,30.19327,0.156320485,37.58049209,4.754953693,35.72114933,7.526943916,7.435032625,31.94082458,3.692654435,11.88946734,6.66100699,19.34196874,4.338758079,24.03226011,14.0009171,27.47626149,24.4131234,28.33694913,12.98111105,5.818612624,14.67997648,17.46692816,36.12083766,14.62824455,3.248652519
1796,1795,17967.96795,9.323315218,12.48884866,52.70202822,38.3221156,17.92135596,3.273076878,42.94303755,15.50538597,2.489900347,11.41258815,17.94723974,16.00552529,10.92063938,16.63291259,17.27413706,23.17505066,5.801830505,45.49512483,3.014243217,25.22946018,5.319758728,3.001204918,20.6975474,12.32735127,16.9768975,13.42622668,22.63163814,5.138382494,21.43841786,21.61524187,17.44612377,25.02369043,22.03493424,9.941180711,11.12903075,-3.455583482,19.17321372,32.13074874,13.18102913,18.45478757
1797,1796,17977.97796,3.323002109,27.42310337,38.19014645,21.07796189,41.53956303,18.48191091,37.18876081,18.04466151,2.880120396,19.15142097,27.84202505,23.86221,22.5277122,38.54577356,9.861579129,27.16405042,4.856304829,40.08377482,4.700699854,31.687994,8.381530795,-1.205275061,33.03569107,6.601490212,14.32094475,9.473956528,24.28917067,6.237006961,27.14565027,25.50971164,16.60714833,17.62088055,24.07928001,7.990232533,7.296952943,7.163400677,37.63519681,51.86098887,20.01027983,30.69572627
1798,1797,17987.98797,7.421241461,23.7816568,40.65412617,24.38451117,13.9882158,17.12750728,47.82621564,32.26959164,5.659393117,21.03896426,28.53123009,9.328177549,24.69051612,18.57003368,19.63328596,18.72433014,4.252414874,31.8207707,0.344931001,34.48951682,4.07244967,-1.952632698,51.20792718,6.830409506,10.87879686,9.747003962,24.43055019,6.31971973,25.45509983,23.56786852,20.63432343,26.90597935,26.45803074,13.84599676,10.66610171,12.40950534,23.2551451,41.24578417,19.89372559,-1.325626562
1799,1798,17997.99798,6.36833012,18.78735533,46.24974154,18.65774595,54.49889015,42.16711754,17.64767252,27.86266223,5.345702074,3.248285675,23.85574245,20.00654981,16.06457845,13.0883927,33.59810267,18.97961837,4.259281079,53.39040493,6.420797555,28.8776086,3.221585573,3.96050547,26.84029768,5.081229526,9.766909073,9.86231089,25.69611441,4.900331021,20.57135587,30.41607576,25.45174427,20.85847638,21.91469549,19.78102056,2.079140926,8.27392972,36.85807782,55.24291155,5.593383848,21.47297708
1800,1799,18008.00799,2.335664804,11.64409763,50.12673967,15.4766988,23.78455159,11.85573141,44.92813739,15.71701753,4.062372636,7.962415444,23.90367652,6.568877902,17.22422431,26.93484991,29.36781422,20.85944275,5.453820313,46.9370927,2.119054064,22.07802989,6.123472903,2.240310946,44.27266884,8.605442277,15.16697799,6.776726991,25.05967099,6.993287281,23.01051003,12.8858035,27.559029,36.0481362,29.73074982,10.46823172,5.32725913,14.00447721,30.46754906,52.30928,20.11858707,29.01472727
1801,1800,18018.018,5.505828084,26.57313743,25.1695334,31.92249577,28.35468018,14.78550792,38.42840121,25.5464174,5.08124438,16.99979081,21.55517698,19.03036799,15.73382975,24.44459316,23.82717811,26.44525437,3.907196473,13.7221406,1.352562091,27.19592326,2.731972363,3.158407666,22.68070998,10.10750056,16.26045184,12.2073558,24.42471921,3.690880212,22.22137091,30.85784596,10.30896256,29.80730464,16.3877328,13.56173341,0.888787819,5.09564036,4.833342972,38.77551274,22.70484358,22.21277717
1802,1801,18028.02801,11.78486547,22.03671565,26.02939779,40.36148831,38.7586784,30.02291556,25.13577065,18.24252725,3.336410415,18.34006257,14.86666219,21.03384961,13.96493685,24.11872742,23.75256044,12.28726852,2.29127595,35.56595862,3.285168872,15.7221653,4.433252696,2.350247664,29.04809763,10.65941517,14.24939195,5.685156519,27.22832227,6.696760417,26.50504661,27.1272674,25.16789641,13.36523666,22.10457427,9.43585043,16.55545576,13.81042282,27.76710352,22.34054827,2.7498712,20.14587178
1803,1802,18038.03802,3.844397334,26.32504853,44.18974702,38.18634113,14.51076063,5.171965629,45.07052852,11.65641589,4.297572434,16.12405273,31.80852001,22.25657599,17.37329009,13.64063088,26.14888226,23.23590995,3.181235156,57.57429047,4.381614489,24.84384737,5.848830369,4.981383167,14.26572153,11.6246957,10.63556059,5.516884919,27.91993397,4.455614345,28.73165475,16.82994868,27.64876824,29.19408492,24.20725826,7.231485603,12.37024864,9.557643788,28.77695204,38.68450651,18.05486428,18.55091966
1804,1803,18048.04803,5.698169238,24.65562656,32.88574097,54.46781678,19.43226951,31.88499538,49.18311932,19.47973706,3.248822233,10.09676041,11.97436444,3.14644738,12.21771966,20.00689396,31.83979028,22.2865784,6.398197633,40.86598956,7.413062353,28.76812053,5.086338981,4.29747132,33.28149702,7.652833661,7.82525212,-0.689833514,28.47658583,4.973897631,20.076361,25.06408778,19.34070851,23.30907447,19.00911672,5.597487645,4.772241584,13.68382012,26.92639315,30.44206851,14.50672221,22.30149107
1805,1804,18058.05804,2.5458145,16.1386894,45.87116695,36.58701391,26.15781293,15.15303461,38.02635567,16.02638206,4.909956912,11.5900324,26.99906265,13.30179623,15.41043458,17.95090654,19.33559316,26.06780655,2.543897528,30.95777192,-0.689690453,14.0547175,1.424747492,7.908052596,9.191905202,7.751656503,11.88632438,8.533655751,22.3508772,2.225009359,28.1470233,21.03771616,26.26680191,30.33154474,23.6924404,11.4821725,7.421052227,17.22424868,28.64945096,47.27961476,19.18963628,5.500972802
1806,1805,18068.06805,7.89912647,14.99999597,51.54299907,21.4572313,42.06761223,11.05384895,39.26599608,28.59706004,7.230243443,12.38499419,21.20957719,17.22329623,24.3103994,7.579974511,41.05017225,24.97999743,5.006673783,25.76573971,6.357375603,26.52166248,5.205409833,2.164331629,21.35568486,7.538402437,11.20645252,7.197395641,27.0033013,4.001088586,31.48010011,13.17034573,19.77116122,31.63613333,26.68552363,14.75756879,1.681649042,12.78478674,26.31926307,39.99841685,25.75210898,13.0580321
1807,1806,18078.07806,0.292977061,19.89710085,15.03288368,12.6712539,28.50336517,15.71440036,35.45493943,24.8800976,3.142949119,-2.061250576,32.91892696,23.41709876,5.141105993,22.98072841,16.94004302,15.02639578,3.334339787,20.95757899,-0.493416543,22.83203054,3.354536485,4.388355995,35.00861888,5.052613446,12.62337824,9.471442538,22.18520476,7.378445395,19.82459586,26.36776919,16.05862199,17.16879096,18.31640277,12.84354388,11.05204687,12.49309915,25.30116779,34.88225245,8.709175965,17.28565997
1808,1807,18088.08807,5.150934729,25.41859613,44.99412442,44.47345456,24.12337403,15.23956718,34.80999138,14.26023644,3.911550168,24.64964663,17.19335482,12.90460663,9.007489144,31.8881206,29.74426105,12.63246588,6.751119433,36.4399981,3.844017432,29.52535221,4.323155619,2.989356125,18.55329971,2.621874566,10.58720515,6.770461468,29.67425654,6.482559411,22.1073829,8.716195552,27.09490695,21.89573052,23.39655549,13.09861355,7.477229928,-2.430030522,34.32236014,47.52818368,21.27955543,6.866913302
1809,1808,18098.09808,3.774420981,17.30229997,16.33220605,36.75499476,20.53995869,17.63362805,48.98209656,22.74021223,3.109033701,12.68867947,16.62969233,26.55390117,15.70952015,26.65726107,37.30709032,15.16754896,4.455130689,21.76073349,3.77250106,20.62063833,5.633913375,2.146829496,38.14871389,9.607923647,10.75533111,-0.150520174,27.91414248,5.528635337,22.50952538,21.14752189,13.6628539,25.30467057,17.53957902,18.2509708,5.435140509,19.35346297,35.65336707,21.00390277,13.97605872,14.1058677
